key,Created Date,data,Incident Zip,Incident Address,Street Name,City,Status,Community Board,Borough,latitude,longitude
32984654,03/25/2016 07:50:00 PM,unknown odor/taste in drinking water (QA6),10457,2111 BELMONT AVENUE,BELMONT AVENUE,BRONX,Open,06 BRONX,BRONX,40.84895529297218,-73.88958336891393
32989424,03/25/2016 11:26:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11223,724 AVENUE W,AVENUE W,BROOKLYN,Open,15 BROOKLYN,BROOKLYN,40.59354482105716,-73.96257429773325
32978107,03/24/2016 09:18:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10065,1113 YORK AVENUE,YORK AVENUE,NEW YORK,Started,08 MANHATTAN,MANHATTAN,40.759382903747536,-73.95920714880465
32981798,03/24/2016 01:22:00 PM,Cloudy Or Milky Water (QB1),11231,250 VANBRUNT STREET,VANBRUNT STREET,BROOKLYN,Closed,06 BROOKLYN,BROOKLYN,40.68063989218289,-74.0090567774108
32982422,03/24/2016 11:34:00 AM,"Taste/Odor, Chlorine (QA1)",11377,51-42 30 AVENUE,30 AVENUE,Woodside,Started,01 QUEENS,QUEENS,40.75951288100607,-73.90498252463033
32971495,03/23/2016 05:44:00 PM,"Taste/Odor, Sewer (QA5)",11357,147-22 17 ROAD,17 ROAD,Whitestone,Started,07 QUEENS,QUEENS,40.783762983392336,-73.81835629146609
32969178,03/23/2016 05:32:00 PM,"Taste/Odor, Chemical (QA2)",10028,305 EAST   86 STREET,EAST   86 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN,40.77770372685646,-73.95131385274287
32968432,03/23/2016 04:50:00 PM,"Taste/Odor, Sewer (QA5)",11214,2318 82 STREET,82 STREET,BROOKLYN,Started,11 BROOKLYN,BROOKLYN,40.60249015900611,-73.98862025580874
32972162,03/23/2016 04:21:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10025,330 WEST  108 STREET,WEST  108 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN,40.803180733710114,-73.96821402652597
32974037,03/23/2016 02:40:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11355,43-17 BOWNE STREET,BOWNE STREET,Flushing,Started,07 QUEENS,QUEENS,40.75525038428435,-73.8199897159367
32973123,03/23/2016 12:30:00 PM,Cloudy Or Milky Water (QB1),10453,64 WEST TREMONT AVENUE,WEST TREMONT AVENUE,BRONX,Closed,05 BRONX,BRONX,40.851351420984706,-73.91191437884468
32970123,03/23/2016 07:19:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10475,100 ASCH LOOP,ASCH LOOP,BRONX,Closed,10 BRONX,BRONX,40.87078921630948,-73.82688307566895
32960782,03/22/2016 08:48:00 PM,Cloudy Or Milky Water (QB1),11209,8381 SHORE ROAD,SHORE ROAD,BROOKLYN,Open,10 BROOKLYN,BROOKLYN,40.62649772929154,-74.0406611958681
32966949,03/22/2016 01:19:00 PM,unknown odor/taste in drinking water (QA6),10027,432 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,NEW YORK,Started,10 MANHATTAN,MANHATTAN,40.81467432155512,-73.94921674888995
32960808,03/22/2016 09:55:00 AM,Cloudy Or Milky Water (QB1),11226,2101 BEDFORD AVENUE,BEDFORD AVENUE,BROOKLYN,Started,17 BROOKLYN,BROOKLYN,40.65312095765086,-73.95607905149825
32959749,03/22/2016 09:29:00 AM,Cloudy Or Milky Water (QB1),11226,33 CROOKE AVENUE,CROOKE AVENUE,BROOKLYN,Closed,14 BROOKLYN,BROOKLYN,40.652138412930235,-73.96425686832232
32959841,03/22/2016 01:02:00 AM,"Taste/Odor, Chemical (QA2)",11238,33 LEXINGTON AVENUE,LEXINGTON AVENUE,BROOKLYN,Started,02 BROOKLYN,BROOKLYN,40.686548552557426,-73.96079135058277
32954553,03/21/2016 06:14:00 PM,"No Sampling Required, Requested Information (QG2)",11372,76-15 35 AVENUE,35 AVENUE,Jackson Heights,Open,03 QUEENS,QUEENS,40.751232398160354,-73.8900304758074
32958807,03/21/2016 04:46:00 PM,unknown odor/taste in drinking water (QA6),11225,220 MONTGOMERY STREET,MONTGOMERY STREET,BROOKLYN,Started,09 BROOKLYN,BROOKLYN,40.66582706516124,-73.95746206244218
32951606,03/21/2016 04:18:00 PM,"Taste/Odor, Musty/Stale (QA4)",10466,1702 NEREID AVENUE,NEREID AVENUE,BRONX,Closed,12 BRONX,BRONX,40.89785436670859,-73.85237890560647
32957810,03/21/2016 03:05:00 PM,Cloudy Or Milky Water (QB1),11210,1478 BROOKLYN AVENUE,BROOKLYN AVENUE,BROOKLYN,Closed,17 BROOKLYN,BROOKLYN,40.63731316182746,-73.94233655786051
32955661,03/21/2016 11:29:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),10025,2508 BROADWAY,BROADWAY,NEW YORK,Closed,07 MANHATTAN,MANHATTAN,40.79300724018787,-73.97296799403537
32954756,03/21/2016 09:03:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),10016,425 PARK AVENUE SOUTH,PARK AVENUE SOUTH,NEW YORK,Closed,05 MANHATTAN,MANHATTAN,40.744081492435235,-73.98351482688908
32949919,03/20/2016 11:36:00 PM,"Taste/Odor, Chemical (QA2)",11205,289 CLINTON AVENUE,CLINTON AVENUE,BROOKLYN,Started,02 BROOKLYN,BROOKLYN,40.689188511039795,-73.96801235092174
32947994,03/20/2016 09:20:00 PM,"Taste/Odor, Chemical (QA2)",10023,130 WEST   71 STREET,WEST   71 STREET,NEW YORK,Started,07 MANHATTAN,MANHATTAN,40.777157891808066,-73.98030400883447
32950780,03/20/2016 01:42:00 PM,"Taste/Odor, Chlorine (QA1)",10027,100 WEST  121 STREET,WEST  121 STREET,NEW YORK,Started,10 MANHATTAN,MANHATTAN,40.80540477421469,-73.94783313812493
32951138,03/20/2016 10:26:00 AM,"Clear Water With Organisms (Insects, Worms) (QE2)",10016,4 EAST   28 STREET,EAST   28 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN,40.74452383767243,-73.98695035428551
32942660,03/19/2016 07:05:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11365,69-29 165 STREET,165 STREET,Fresh Meadows,Closed,08 QUEENS,QUEENS,40.73255806946165,-73.80399081999245
32939269,03/19/2016 06:30:00 PM,"Taste/Odor, Chemical (QA2)",11212,774 ROCKAWAY AVENUE,ROCKAWAY AVENUE,BROOKLYN,Closed,16 BROOKLYN,BROOKLYN,40.66070968424328,-73.9084572653022
32939288,03/19/2016 03:47:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",10032,500 WEST  160 STREET,WEST  160 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN,40.83489901364428,-73.94108479511893
32941183,03/19/2016 11:25:00 AM,"Taste/Odor, Chemical (QA2)",11365,196-15B 65 CRESCENT,65 CRESCENT,Fresh Meadows,Closed,08 QUEENS,QUEENS,40.74002737946789,-73.77726499190501
32946067,03/19/2016 03:31:00 AM,"Taste/Odor, Sewer (QA5)",10128,317 EAST   93 STREET,EAST   93 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN,40.78205811619789,-73.94786948391108
32935157,03/18/2016 07:59:00 PM,Cloudy Or Milky Water (QB1),11213,706 EASTERN PARKWAY,EASTERN PARKWAY,BROOKLYN,Closed,09 BROOKLYN,BROOKLYN,40.669524269969095,-73.94454729397962
32937560,03/18/2016 07:36:00 PM,"Taste/Odor, Chemical (QA2)",10027,100 WEST  121 STREET,WEST  121 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN,40.80540477421469,-73.94783313812493
32937491,03/18/2016 05:57:00 PM,Cloudy Or Milky Water (QB1),11413,130-60 226 STREET,226 STREET,Springfield Gardens,Closed,13 QUEENS,QUEENS,40.68161253242014,-73.74152436958994
32932751,03/18/2016 01:59:00 PM,unknown odor/taste in drinking water (QA6),10314,220 COLLFIELD AVENUE,COLLFIELD AVENUE,STATEN ISLAND,Open,01 STATEN ISLAND,STATEN ISLAND,40.615889227486036,-74.14337760261965
32935614,03/18/2016 11:02:00 AM,"No Sampling Required, Requested Information (QG2)",11355,143-35 SANFORD AVENUE,SANFORD AVENUE,Flushing,Closed,07 QUEENS,QUEENS,40.75846789360135,-73.82218289197131
32935159,03/18/2016 08:35:00 AM,Cloudy Or Milky Water (QB1),10011,20 5 AVENUE,5 AVENUE,NEW YORK,Closed,02 MANHATTAN,MANHATTAN,40.73289225898755,-73.99632321135569
32937639,03/18/2016 06:27:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",10028,305 EAST   86 STREET,EAST   86 STREET,NEW YORK,Started,08 MANHATTAN,MANHATTAN,40.77770372685646,-73.95131385274287
32929659,03/17/2016 09:24:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11213,1320 STERLING PLACE,STERLING PLACE,BROOKLYN,Closed,08 BROOKLYN,BROOKLYN,40.67168761707732,-73.93494919313727
32927110,03/17/2016 08:46:00 PM,"Taste/Odor, Musty/Stale (QA4)",10304,69 CEDAR TERRACE,CEDAR TERRACE,STATEN ISLAND,Started,01 STATEN ISLAND,STATEN ISLAND,40.613301039825636,-74.08888804936599
32931302,03/17/2016 03:39:00 PM,"Taste/Odor, Musty/Stale (QA4)",11416,97-07 105 STREET,105 STREET,Ozone Park,Started,09 QUEENS,QUEENS,40.68791907801966,-73.8388459521891
32929643,03/17/2016 01:48:00 PM,Cloudy Or Milky Water (QB1),11230,1411 AVENUE N,AVENUE N,BROOKLYN,Closed,14 BROOKLYN,BROOKLYN,40.615549093136586,-73.96030717784859
32926474,03/17/2016 01:00:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10453,40 RICHMAN PLAZA,RICHMAN PLAZA,BRONX,Closed,05 BRONX,BRONX,40.85208357687659,-73.92243579986952
32928553,03/17/2016 12:06:00 PM,Cloudy Or Milky Water (QB1),11213,1208 EASTERN PARKWAY,EASTERN PARKWAY,BROOKLYN,Closed,09 BROOKLYN,BROOKLYN,40.66866195515283,-73.92876637818966
32926457,03/17/2016 10:02:00 AM,"Taste/Odor, Chemical (QA2)",11234,124 INDIANA PLACE,INDIANA PLACE,BROOKLYN,Closed,18 BROOKLYN,BROOKLYN,40.60554479226836,-73.90493515523107
32927584,03/17/2016 09:58:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11692,54-22 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,Arverne,Closed,14 QUEENS,QUEENS,40.59501679818964,-73.78549041072873
32924303,03/17/2016 08:23:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10458,2373 WEBSTER AVENUE,WEBSTER AVENUE,BRONX,Closed,05 BRONX,BRONX,40.85812161418788,-73.89438698454667
32920092,03/16/2016 01:42:00 PM,Cloudy Or Milky Water (QB1),11357,15-51 UTOPIA PARKWAY,UTOPIA PARKWAY,Whitestone,Closed,07 QUEENS,QUEENS,40.784590841685436,-73.79483170093273
32918721,03/16/2016 11:52:00 AM,"No Sampling Required, Requested Information (QG2)",10019,1 COLUMBUS PLACE,COLUMBUS PLACE,NEW YORK,Started,04 MANHATTAN,MANHATTAN,40.768916149255325,-73.98499968553296
32916997,03/16/2016 11:46:00 AM,Cloudy Or Milky Water (QB1),11379,66-02 73 PLACE,73 PLACE,Middle Village,Closed,05 QUEENS,QUEENS,40.71490484668115,-73.88104340041015
32913350,03/15/2016 10:14:00 PM,"Taste/Odor, Sewer (QA5)",11106,35-46 33 STREET,33 STREET,Astoria,Started,01 QUEENS,QUEENS,40.756644531574594,-73.92751002431474
32914370,03/15/2016 09:09:00 PM,"Taste/Odor, Sewer (QA5)",11368,59-15 XENIA STREET,XENIA STREET,Corona,Closed,04 QUEENS,QUEENS,40.73781320306356,-73.8551980975104
32912288,03/15/2016 07:10:00 PM,"Taste/Odor, Chlorine (QA1)",10035,203 EAST  121 STREET,EAST  121 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN,40.800986007099965,-73.93730061861943
32908272,03/15/2016 03:41:00 PM,"No Sampling Required, Requested Information (QG2)",11238,243 ST MARKS AVENUE,ST MARKS AVENUE,BROOKLYN,Closed,08 BROOKLYN,BROOKLYN,40.678324545720294,-73.96745153285218
32911885,03/15/2016 01:02:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",10467,3283 DECATUR AVENUE,DECATUR AVENUE,BRONX,Closed,07 BRONX,BRONX,40.87589233990075,-73.87404771058212
32905475,03/14/2016 02:43:00 PM,Cloudy Or Milky Water (QB1),10036,327 WEST   42 STREET,WEST   42 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN,40.75764135198642,-73.99074144553484
32906272,03/14/2016 12:03:00 PM,"No Sampling Required, Requested Information (QG2)",11249,29 KEAP STREET,KEAP STREET,BROOKLYN,Closed,01 BROOKLYN,BROOKLYN,40.701785658053055,-73.9635125466487
32905485,03/14/2016 09:51:00 AM,Cloudy Or Milky Water (QB1),10026,104 LENOX AVENUE,LENOX AVENUE,NEW YORK,Started,10 MANHATTAN,MANHATTAN,40.80155214541312,-73.95001416604049
32897957,03/13/2016 11:25:00 PM,unknown odor/taste in drinking water (QA6),10013,19 MOTT STREET,MOTT STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN,40.714310301064174,-73.99877715028177
32898306,03/13/2016 07:00:00 PM,"No Sampling Required, Requested Information (QG2)",10035,100 EAST  118 STREET,EAST  118 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN,40.800359775584866,-73.94170410256591
32894068,03/13/2016 03:27:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11224,3837 LYME AVENUE,LYME AVENUE,BROOKLYN,Closed,13 BROOKLYN,BROOKLYN,40.577227391285675,-74.0066344733691
32897010,03/13/2016 03:06:00 PM,"Taste/Odor, Chlorine (QA1)",10035,107 EAST  126 STREET,EAST  126 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN,40.80550694791084,-73.93799712086526
32896066,03/13/2016 02:59:00 PM,Cloudy Or Milky Water (QB1),10023,158 WEST   76 STREET,WEST   76 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN,40.78066808895411,-73.97851200319725
32896969,03/13/2016 01:38:00 PM,"Taste/Odor, Sewer (QA5)",10035,1900 LEXINGTON AVENUE,LEXINGTON AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN,40.80005453928576,-73.94058468907889
32888159,03/12/2016 06:26:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",10027,106 CONVENT AVENUE,CONVENT AVENUE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN,40.81688523235436,-73.95252798722301
32893548,03/12/2016 01:21:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11385,1707 NORMAN STREET,NORMAN STREET,Ridgewood,Open,05 QUEENS,QUEENS,40.69739841987629,-73.90101394686323
32890631,03/12/2016 12:10:00 PM,unknown odor/taste in drinking water (QA6),10027,362 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,NEW YORK,Closed,10 MANHATTAN,MANHATTAN,40.81270978008159,-73.95078248644178
32891566,03/12/2016 09:54:00 AM,Cloudy Or Milky Water (QB1),11210,1056 EAST   24 STREET,EAST   24 STREET,BROOKLYN,Closed,14 BROOKLYN,BROOKLYN,40.62483444283861,-73.95234037188047
32883564,03/11/2016 03:33:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",10302,3 DRYDEN COURT,DRYDEN COURT,STATEN ISLAND,Started,01 STATEN ISLAND,STATEN ISLAND,40.62814056646558,-74.13315099823191
32880603,03/11/2016 01:44:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11694,225 BEACH  149 STREET,BEACH  149 STREET,Rockaway Park,Closed,14 QUEENS,QUEENS,40.5697502359847,-73.86434501154933
32881438,03/11/2016 12:58:00 PM,"Taste/Odor, Musty/Stale (QA4)",11385,1717 HART STREET,HART STREET,Ridgewood,Closed,05 QUEENS,QUEENS,40.70714165027895,-73.9175476622933
32883862,03/11/2016 12:34:00 PM,"Taste/Odor, Chlorine (QA1)",10305,50 NAUTILUS STREET,NAUTILUS STREET,STATEN ISLAND,Closed,01 STATEN ISLAND,STATEN ISLAND,40.61092797591208,-74.0619914334125
32884386,03/11/2016 12:10:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10030,131 WEST  143 STREET,WEST  143 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN,40.81962870846566,-73.93830551470442
32885198,03/11/2016 11:06:00 AM,"Oil, Grease In Water (QD1)",11230,1360 OCEAN PARKWAY,OCEAN PARKWAY,BROOKLYN,Closed,12 BROOKLYN,BROOKLYN,40.615623092362476,-73.96885802937882
32883568,03/11/2016 10:04:00 AM,"Taste/Odor, Chemical (QA2)",10466,655 EAST  233 STREET,EAST  233 STREET,BRONX,Started,12 BRONX,BRONX,40.893932298173176,-73.8590356224967
32880532,03/11/2016 09:28:00 AM,"No Sampling Required, Requested Information (QG2)",11385,61-34 LINDEN STREET,LINDEN STREET,Ridgewood,Closed,05 QUEENS,QUEENS,40.70991736183682,-73.89794023502472
32871668,03/10/2016 06:28:00 PM,"Taste/Odor, Chlorine (QA1)",10013,111 WORTH STREET,WORTH STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN,40.7158281059634,-74.0035387695921
32876233,03/10/2016 03:01:00 PM,"Taste/Odor, Chlorine (QA1)",10305,88 MACFARLAND AVENUE,MACFARLAND AVENUE,STATEN ISLAND,Started,02 STATEN ISLAND,STATEN ISLAND,40.59770453669599,-74.06983277995464
32875817,03/10/2016 10:56:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10027,502 WEST  133 STREET,WEST  133 STREET,NEW YORK,Started,09 MANHATTAN,MANHATTAN,40.817752994490846,-73.95358592851925
32878009,03/10/2016 10:06:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10451,831 GERARD AVENUE,GERARD AVENUE,BRONX,Closed,04 BRONX,BRONX,40.82648846029998,-73.92554778814088
32873077,03/10/2016 01:21:00 AM,"Taste/Odor, Musty/Stale (QA4)",11229,1637 EAST   28 STREET,EAST   28 STREET,BROOKLYN,Closed,15 BROOKLYN,BROOKLYN,40.611022513710296,-73.94584566033288
32865455,03/09/2016 08:15:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11364,56-38 SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,Oakland Gardens,Closed,11 QUEENS,QUEENS,40.751957459984325,-73.75885748890504
32866545,03/09/2016 04:40:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",11237,345 ELDERT STREET,ELDERT STREET,BROOKLYN,Started,04 BROOKLYN,BROOKLYN,40.69365347114017,-73.90627721641019
32865513,03/09/2016 04:22:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10466,3940 CARPENTER AVENUE,CARPENTER AVENUE,BRONX,Closed,12 BRONX,BRONX,40.887809166410804,-73.8638298112311
32866608,03/09/2016 03:34:00 PM,unknown odor/taste in drinking water (QA6),11234,2047 EAST   37 STREET,EAST   37 STREET,BROOKLYN,Closed,18 BROOKLYN,BROOKLYN,40.609451998132876,-73.92972274430667
32867128,03/09/2016 02:25:00 PM,"Taste/Odor, Musty/Stale (QA4)",11236,128 EAST   87 STREET,EAST   87 STREET,BROOKLYN,Open,17 BROOKLYN,BROOKLYN,40.64913783117553,-73.9196806633818
32864110,03/09/2016 09:04:00 AM,"Taste/Odor, Sewer (QA5)",11229,2718 OCEAN AVENUE,OCEAN AVENUE,BROOKLYN,Closed,15 BROOKLYN,BROOKLYN,40.595318949160806,-73.95065105935308
32866582,03/09/2016 08:57:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10466,3908 BRONX BOULEVARD,BRONX BOULEVARD,BRONX,Closed,12 BRONX,BRONX,40.88727276266042,-73.86515459131641
32856332,03/08/2016 09:36:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11238,345 CLINTON AVENUE,CLINTON AVENUE,BROOKLYN,Closed,02 BROOKLYN,BROOKLYN,40.68754155826579,-73.96768862093403
32855533,03/08/2016 09:22:00 AM,"Taste/Odor, Chemical (QA2)",10038,15 PARK ROW,PARK ROW,NEW YORK,Closed,01 MANHATTAN,MANHATTAN,40.71150764970189,-74.00767946191064
32856508,03/08/2016 08:21:00 AM,Cloudy Or Milky Water (QB1),11238,521 ST MARKS AVENUE,ST MARKS AVENUE,BROOKLYN,Closed,08 BROOKLYN,BROOKLYN,40.67608678883314,-73.95678856403265
32847186,03/07/2016 05:25:00 PM,Cloudy Or Milky Water (QB1),10003,11 EAST    1 STREET,EAST    1 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN,40.72455892646106,-73.99151810675924
32850267,03/07/2016 03:41:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11373,79-10 ELKS ROAD,ELKS ROAD,Elmhurst,Closed,04 QUEENS,QUEENS,40.73295679547021,-73.8861384813844
32849063,03/07/2016 01:55:00 PM,"Oil, Grease In Water (QD1)",11234,1101 EAST   55 STREET,EAST   55 STREET,BROOKLYN,Closed,18 BROOKLYN,BROOKLYN,40.63020945888647,-73.9232304694486
32847048,03/07/2016 11:56:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11203,770 LEFFERTS AVENUE,LEFFERTS AVENUE,BROOKLYN,Started,09 BROOKLYN,BROOKLYN,40.66328624519677,-73.93564944406627
32846592,03/06/2016 08:49:00 PM,Cloudy Or Milky Water (QB1),11414,163-54 96 STREET,96 STREET,Howard Beach,Started,10 QUEENS,QUEENS,40.65199292356402,-73.8351739035325
32846567,03/06/2016 05:32:00 AM,Cloudy Or Milky Water (QB1),11378,69-24 60 DRIVE,60 DRIVE,Maspeth,Closed,05 QUEENS,QUEENS,40.720429195130954,-73.89127901207367
32838805,03/05/2016 08:42:00 PM,"Taste/Odor, Chlorine (QA1)",10035,2 EAST  129 STREET,EAST  129 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN,40.808848425028934,-73.94016864325637
32836122,03/05/2016 11:15:00 AM,"Taste/Odor, Musty/Stale (QA4)",11223,11 LAKE STREET,LAKE STREET,BROOKLYN,Closed,11 BROOKLYN,BROOKLYN,40.60371450230214,-73.97311666161193
32836356,03/05/2016 02:25:00 AM,Cloudy Or Milky Water (QB1),11372,34-41 85 STREET,85 STREET,Jackson Heights,Closed,03 QUEENS,QUEENS,40.752950939992346,-73.88204020965951
32832978,03/04/2016 02:35:00 PM,Other Water Problem (Use Comments) (QZZ),10306,14 WEST CEDARVIEW AVENUE,WEST CEDARVIEW AVENUE,STATEN ISLAND,Closed,03 STATEN ISLAND,STATEN ISLAND,40.56603486654491,-74.13471884393584
32827096,03/03/2016 10:48:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10451,831 GERARD AVENUE,GERARD AVENUE,BRONX,Closed,04 BRONX,BRONX,40.82648846029998,-73.92554778814088
32821803,03/03/2016 09:26:00 AM,Cloudy Or Milky Water (QB1),11364,58-28 206 STREET,206 STREET,Oakland Gardens,Closed,11 QUEENS,QUEENS,40.746429760990154,-73.77108306218186
32823606,03/03/2016 07:01:00 AM,"Oil, Grease In Water (QD1)",11369,87-02 23 AVENUE,23 AVENUE,East Elmhurst,Closed,03 QUEENS,QUEENS,40.76733125466715,-73.88261762654763
32815149,03/02/2016 04:30:00 PM,"Taste/Odor, Sewer (QA5)",10019,747 10 AVENUE,10 AVENUE,NEW YORK,Closed,04 MANHATTAN,MANHATTAN,40.76509338829056,-73.99150211470403
32815532,03/02/2016 01:06:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11363,130 HOLLYWOOD AVENUE,HOLLYWOOD AVENUE,Little Neck,Closed,11 QUEENS,QUEENS,40.77556616297302,-73.75161586931978
32817873,03/02/2016 10:57:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",10011,25 WEST   16 STREET,WEST   16 STREET,NEW YORK,Open,05 MANHATTAN,MANHATTAN,40.737772315837006,-73.99368152261718
32812721,03/02/2016 09:43:00 AM,Cloudy Or Milky Water (QB1),10306,373 CHESTERTON AVENUE,CHESTERTON AVENUE,STATEN ISLAND,Closed,03 STATEN ISLAND,STATEN ISLAND,40.5559710359051,-74.12372617195444
32813530,03/02/2016 09:27:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11419,124-10 107 AVENUE,107 AVENUE,South Richmond Hill,Open,10 QUEENS,QUEENS,40.685583710025774,-73.81884007657875
32814697,03/02/2016 08:35:00 AM,Cloudy Or Milky Water (QB1),11374,65-09 99 STREET,99 STREET,Rego Park,Closed,06 QUEENS,QUEENS,40.72937885745978,-73.85543290785074
32814104,03/02/2016 08:14:00 AM,Cloudy Or Milky Water (QB1),10451,225 EAST  149 STREET,EAST  149 STREET,BRONX,Closed,01 BRONX,BRONX,40.81778962689832,-73.92428580158358
32807692,03/01/2016 02:22:00 PM,unknown odor/taste in drinking water (QA6),11361,47-32 OCEANIA STREET,OCEANIA STREET,Bayside,Open,11 QUEENS,QUEENS,40.755193711017505,-73.77243897395854
32808351,03/01/2016 10:48:00 AM,"No Sampling Required, Requested Information (QG2)",11221,118 CENTRAL AVENUE,CENTRAL AVENUE,BROOKLYN,Closed,04 BROOKLYN,BROOKLYN,40.70010604924789,-73.928732780574
32810745,03/01/2016 09:51:00 AM,"Taste/Odor, Chemical (QA2)",11358,36-26 165 STREET,165 STREET,Flushing,Started,07 QUEENS,QUEENS,40.7627449831733,-73.80084443309389
32806494,03/01/2016 09:44:00 AM,"Oil, Grease In Water (QD1)",11234,4011 KINGS HIGHWAY,KINGS HIGHWAY,BROOKLYN,Closed,18 BROOKLYN,BROOKLYN,40.62412614028529,-73.93520448454125
32809662,03/01/2016 09:22:00 AM,"Taste/Odor, Chemical (QA2)",11226,74 WOODRUFF AVENUE,WOODRUFF AVENUE,BROOKLYN,Started,14 BROOKLYN,BROOKLYN,40.653433667557145,-73.9633587945512
32799628,02/29/2016 09:07:00 PM,unknown odor/taste in drinking water (QA6),11373,87-14 57 ROAD,57 ROAD,Elmhurst,Closed,04 QUEENS,QUEENS,40.733059618956815,-73.87416975810375
32797499,02/29/2016 05:09:00 PM,Cloudy Or Milky Water (QB1),10456,813 SAINT ANNS AVENUE,SAINT ANNS AVENUE,BRONX,Started,01 BRONX,BRONX,40.820976968055135,-73.91001078580526
32800727,02/29/2016 02:18:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",10040,255 CABRINI BOULEVARD,CABRINI BOULEVARD,NEW YORK,Closed,12 MANHATTAN,MANHATTAN,40.8558860097121,-73.93770072768325
32796374,02/29/2016 12:54:00 PM,"Oil, Grease In Water (QD1)",10457,3815 3 AVENUE,3 AVENUE,BRONX,Closed,03 BRONX,BRONX,40.83770185878407,-73.90157134643519
32804162,02/29/2016 10:43:00 AM,"Taste/Odor, Sewer (QA5)",10302,1 PALMER AVENUE,PALMER AVENUE,STATEN ISLAND,Closed,01 STATEN ISLAND,STATEN ISLAND,40.630648207679705,-74.13172212339376
32793657,02/28/2016 09:47:00 AM,"Taste/Odor, Chlorine (QA1)",11436,119-20 146 STREET,146 STREET,Jamaica,Closed,12 QUEENS,QUEENS,40.678256852749875,-73.79376359082048
32784398,02/27/2016 06:42:00 PM,"Taste/Odor, Chemical (QA2)",11693,325 BEACH   84 STREET,BEACH   84 STREET,Far Rockaway,Closed,14 QUEENS,QUEENS,40.59114323134747,-73.81008043030535
32786787,02/27/2016 09:29:00 AM,"Taste/Odor, Chlorine (QA1)",10018,523 9 AVENUE,9 AVENUE,NEW YORK,Closed,04 MANHATTAN,MANHATTAN,40.756623265427734,-73.9939612768582
