key,Created Date,data,Incident Zip,Incident Address,Street Name,City,Status,Community Board,Borough,latitude,longitude
31396415,08/26/2015 05:39:00 AM,"Taste/Odor, Chlorine (QA1)",11432,88-15 168 STREET,168 STREET,Jamaica,Closed,12 QUEENS,QUEENS,40.70915288846408,-73.79423068611376
31393125,08/25/2015 01:37:00 PM,"Taste/Odor, Sewer (QA5)",10309,59 MALLOW STREET,MALLOW STREET,STATEN ISLAND,Closed,03 STATEN ISLAND,STATEN ISLAND,40.546142500758805,-74.20863522151473
31387232,08/25/2015 12:08:00 PM,"No Sampling Required, Requested Information (QG2)",11420,109-55 128 STREET,128 STREET,South Ozone Park,Closed,10 QUEENS,QUEENS,40.683802743767316,-73.8139268984246
31378604,08/24/2015 08:55:00 PM,unknown odor/taste in drinking water (QA6),11415,82-40 AUSTIN STREET,AUSTIN STREET,Kew Gardens,Started,09 QUEENS,QUEENS,40.71009581196851,-73.83049261907136
31378404,08/24/2015 06:10:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",11432,153-30 89 AVENUE,89 AVENUE,Jamaica,Started,12 QUEENS,QUEENS,40.70551683054211,-73.80250139020299
31381153,08/24/2015 03:48:00 PM,"Taste/Odor, Chlorine (QA1)",10009,640 EAST    5 STREET,EAST    5 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN,40.723308758762094,-73.98071316420412
31384429,08/24/2015 02:06:00 PM,unknown odor/taste in drinking water (QA6),11102,21-24 30 ROAD,30 ROAD,Astoria,Closed,01 QUEENS,QUEENS,40.768949685116915,-73.92825838000984
31379551,08/24/2015 01:59:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10451,250 EAST  144 STREET,EAST  144 STREET,BRONX,Closed,01 BRONX,BRONX,40.81568210590894,-73.92493487656203
31384396,08/24/2015 10:22:00 AM,"No Sampling Required, Requested Information (QG2)",10314,131 WHEELER AVENUE,WHEELER AVENUE,STATEN ISLAND,Closed,01 STATEN ISLAND,STATEN ISLAND,40.60903377811456,-74.13099518318604
31380356,08/24/2015 10:04:00 AM,"Taste/Odor, Chemical (QA2)",11218,488 OCEAN PARKWAY,OCEAN PARKWAY,BROOKLYN,Closed,12 BROOKLYN,BROOKLYN,40.63670683897876,-73.97285476122437
31380482,08/24/2015 09:58:00 AM,Cloudy Or Milky Water (QB1),11356,12-12 120 STREET,120 STREET,College Point,Closed,07 QUEENS,QUEENS,40.787288763493635,-73.84784645707242
31381284,08/24/2015 09:32:00 AM,"No Sampling Required, Requested Information (QG2)",11101,11-32 49 AVENUE,49 AVENUE,Long Island City,Closed,02 QUEENS,QUEENS,40.74271328958848,-73.95028205412777
31380630,08/24/2015 09:20:00 AM,unknown odor/taste in drinking water (QA6),11420,111-01 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,South Ozone Park,Closed,10 QUEENS,QUEENS,40.68024059871988,-73.82121612252982
31381449,08/24/2015 08:52:00 AM,Cloudy Or Milky Water (QB1),10454,164 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,BRONX,Closed,01 BRONX,BRONX,40.803043443106326,-73.9180356918401
31372686,08/23/2015 05:01:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11203,589 EAST   37 STREET,EAST   37 STREET,BROOKLYN,Closed,17 BROOKLYN,BROOKLYN,40.642626852293674,-73.94190677031659
31374477,08/23/2015 10:22:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11211,514 GRAND STREET,GRAND STREET,BROOKLYN,Closed,01 BROOKLYN,BROOKLYN,40.71100595732619,-73.9505149128851
31369100,08/22/2015 02:12:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10035,355 EAST  119 STREET,EAST  119 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN,40.798404736763274,-73.93508541438504
31358948,08/21/2015 01:31:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10306,2754 HYLAN BOULEVARD,HYLAN BOULEVARD,STATEN ISLAND,Started,02 STATEN ISLAND,STATEN ISLAND,40.56466958042007,-74.11559020886293
31361801,08/21/2015 12:56:00 PM,"Taste/Odor, Sewer (QA5)",10006,50 WEST STREET,WEST STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN,40.707974346336805,-74.01554566772062
31365040,08/21/2015 09:08:00 AM,"Taste/Odor, Chlorine (QA1)",11375,108-24 71 AVENUE,71 AVENUE,Forest Hills,Closed,06 QUEENS,QUEENS,40.72176557276299,-73.84336384472144
31353043,08/20/2015 08:26:00 PM,Cloudy Or Milky Water (QB1),10011,340 WEST   15 STREET,WEST   15 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN,40.74162601887548,-74.00483927370593
31352175,08/20/2015 03:10:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10466,3990 BRONX BOULEVARD,BRONX BOULEVARD,BRONX,Closed,12 BRONX,BRONX,40.88934639713765,-73.86400388206638
31355931,08/20/2015 10:35:00 AM,Cloudy Or Milky Water (QB1),10456,1330 MORRIS AVENUE,MORRIS AVENUE,BRONX,Closed,04 BRONX,BRONX,40.836439652945714,-73.91221961619729
31353044,08/20/2015 08:35:00 AM,Cloudy Or Milky Water (QB1),10039,2570 7 AVENUE,7 AVENUE,NEW YORK,Closed,10 MANHATTAN,MANHATTAN,40.823904513594364,-73.93744161639474
31350235,08/19/2015 06:19:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10014,69 CHRISTOPHER STREET,CHRISTOPHER STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN,40.73360591435298,-74.00301290618155
31346145,08/19/2015 02:43:00 PM,unknown odor/taste in drinking water (QA6),10314,2171 VICTORY BOULEVARD,VICTORY BOULEVARD,STATEN ISLAND,Closed,01 STATEN ISLAND,STATEN ISLAND,40.612286498855866,-74.13561176438645
31343966,08/19/2015 02:41:00 PM,unknown odor/taste in drinking water (QA6),10465,164D EDGEWATER PARK,EDGEWATER PARK,BRONX,Closed,10 BRONX,BRONX,40.823044546475906,-73.8108855085156
31346882,08/19/2015 02:08:00 PM,"Taste/Odor, Musty/Stale (QA4)",10314,2171 VICTORY BOULEVARD,VICTORY BOULEVARD,STATEN ISLAND,Closed,01 STATEN ISLAND,STATEN ISLAND,40.612286498855866,-74.13561176438645
31350362,08/19/2015 01:49:00 PM,unknown odor/taste in drinking water (QA6),11365,65-14 PARSONS BOULEVARD,PARSONS BOULEVARD,Fresh Meadows,Closed,08 QUEENS,QUEENS,40.736406187122014,-73.81052880264994
31343938,08/19/2015 01:47:00 PM,unknown odor/taste in drinking water (QA6),11215,583 4 STREET,4 STREET,BROOKLYN,Closed,06 BROOKLYN,BROOKLYN,40.6680500360872,-73.97519589052233
31348824,08/19/2015 01:15:00 PM,"Taste/Odor, Sewer (QA5)",11354,25-15 UNION STREET,UNION STREET,Flushing,Closed,07 QUEENS,QUEENS,40.775565143556406,-73.82592470646152
31349996,08/19/2015 11:49:00 AM,"Taste/Odor, Musty/Stale (QA4)",11417,95-09 NORTH CONDUIT AVENUE,NORTH CONDUIT AVENUE,Ozone Park,Closed,10 QUEENS,QUEENS,40.668559346617094,-73.84023369779824
31343496,08/19/2015 10:39:00 AM,"Taste/Odor, Sewer (QA5)",11224,2920 WEST   21 STREET,WEST   21 STREET,BROOKLYN,Closed,13 BROOKLYN,BROOKLYN,40.57578043130392,-73.98787245978288
31341913,08/18/2015 11:38:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10034,517 WEST  212 STREET,WEST  212 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN,40.86786464320463,-73.91710613891475
31342463,08/18/2015 11:23:00 AM,"Taste/Odor, Sewer (QA5)",10028,423 EAST   83 STREET,EAST   83 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN,40.77464282654349,-73.95010296426805
31342226,08/18/2015 10:43:00 AM,unknown odor/taste in drinking water (QA6),10003,242 EAST   19 STREET,EAST   19 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN,40.735830790379836,-73.983664812227
31339188,08/18/2015 10:27:00 AM,"Taste/Odor, Chlorine (QA1)",11369,24-02 90 PLACE,90 PLACE,East Elmhurst,Closed,03 QUEENS,QUEENS,40.76554887647425,-73.87896022305988
31340268,08/18/2015 10:16:00 AM,"Taste/Odor, Sewer (QA5)",11233,414 MARION STREET,MARION STREET,BROOKLYN,Closed,16 BROOKLYN,BROOKLYN,40.68155963125457,-73.9127840354388
31338475,08/18/2015 09:43:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",10465,945 HOLLYWOOD AVENUE,HOLLYWOOD AVENUE,BRONX,Closed,10 BRONX,BRONX,40.831764367686375,-73.8228867912332
31341921,08/18/2015 09:19:00 AM,"Taste/Odor, Chemical (QA2)",10306,50 BROOK AVENUE,BROOK AVENUE,STATEN ISLAND,Closed,03 STATEN ISLAND,STATEN ISLAND,40.558879410824694,-74.12221284851381
31333218,08/17/2015 07:23:00 PM,"Taste/Odor, Musty/Stale (QA4)",10031,525 WEST  134 STREET,WEST  134 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN,40.81888133658486,-73.95424268844941
31326457,08/17/2015 05:51:00 PM,"Taste/Odor, Chemical (QA2)",11377,70-11 CALAMUS AVENUE,CALAMUS AVENUE,Woodside,Closed,02 QUEENS,QUEENS,40.73474286381324,-73.89395830026169
31330194,08/17/2015 04:03:00 PM,"Taste/Odor, Musty/Stale (QA4)",11209,9747 SHORE ROAD,SHORE ROAD,BROOKLYN,Closed,10 BROOKLYN,BROOKLYN,40.614391580929244,-74.03733293702645
31331322,08/17/2015 03:57:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10451,225 EAST  149 STREET,EAST  149 STREET,BRONX,Closed,01 BRONX,BRONX,40.81778962689832,-73.92428580158358
31326456,08/17/2015 02:10:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10128,389 EAST   89 STREET,EAST   89 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN,40.779036440862356,-73.94848928492046
31332229,08/17/2015 02:07:00 PM,Cloudy Or Milky Water (QB1),10469,2565 COLDEN AVENUE,COLDEN AVENUE,BRONX,Closed,11 BRONX,BRONX,40.86399121071574,-73.85967031411968
31329379,08/17/2015 01:25:00 PM,"Taste/Odor, Chemical (QA2)",11238,406 ST MARKS AVENUE,ST MARKS AVENUE,BROOKLYN,Closed,08 BROOKLYN,BROOKLYN,40.677043619242916,-73.96142785060803
31331987,08/17/2015 01:04:00 PM,"Taste/Odor, Sewer (QA5)",11224,2920 WEST   21 STREET,WEST   21 STREET,BROOKLYN,Closed,13 BROOKLYN,BROOKLYN,40.57578043130392,-73.98787245978288
31332328,08/17/2015 06:48:00 AM,"Taste/Odor, Musty/Stale (QA4)",11692,318 BEACH   67 STREET,BEACH   67 STREET,Arverne,Closed,14 QUEENS,QUEENS,40.59157200404564,-73.7960080458509
31322156,08/16/2015 09:39:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",10010,221 EAST   23 STREET,EAST   23 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN,40.73856164634665,-73.98248775889316
31325116,08/16/2015 03:21:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",11234,2251 EAST   38 STREET,EAST   38 STREET,BROOKLYN,Closed,18 BROOKLYN,BROOKLYN,40.60659738175566,-73.92532482910093
31314783,08/15/2015 10:50:00 PM,"Taste/Odor, Musty/Stale (QA4)",10003,60 EAST    8 STREET,EAST    8 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN,40.730885697091544,-73.99313013269732
31317380,08/15/2015 06:35:00 PM,"No Sampling Required, Requested Information (QG2)",11234,3415 AVENUE U,AVENUE U,BROOKLYN,Closed,18 BROOKLYN,BROOKLYN,40.605652746632295,-73.92898486409287
31315953,08/15/2015 03:22:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11432,166-16 81 AVENUE,81 AVENUE,Jamaica,Closed,08 QUEENS,QUEENS,40.72120636916624,-73.80116337210937
31317699,08/15/2015 08:32:00 AM,Defective Water Sampling Station (QSS),11362,253-46 61 AVENUE,61 AVENUE,Little Neck,Closed,11 QUEENS,QUEENS,40.75785548236864,-73.72553757521725
31320842,08/15/2015 12:33:00 AM,"No Sampling Required, Requested Information (QG2)",11215,314 2 STREET,2 STREET,BROOKLYN,Closed,06 BROOKLYN,BROOKLYN,40.674175249180564,-73.98440813470357
31309300,08/14/2015 11:54:00 AM,"No Sampling Required, Requested Information (QG2)",11365,71-56 167 STREET,167 STREET,Fresh Meadows,Closed,08 QUEENS,QUEENS,40.7289459071191,-73.80235257611407
31305504,08/13/2015 08:29:00 PM,"Taste/Odor, Sewer (QA5)",10026,1350 5 AVENUE,5 AVENUE,NEW YORK,Started,10 MANHATTAN,MANHATTAN,40.79845524146068,-73.94808779746673
31306637,08/13/2015 06:55:00 PM,Cloudy Or Milky Water (QB1),10026,1851 ADAM CLAYTON POWELL JR BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,NEW YORK,Closed,10 MANHATTAN,MANHATTAN,40.80118875268313,-73.95399117915053
31304861,08/13/2015 03:20:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",11214,288 BAY   38 STREET,BAY   38 STREET,BROOKLYN,Closed,11 BROOKLYN,BROOKLYN,40.59271635297314,-73.99425335020466
31307912,08/13/2015 01:56:00 PM,unknown odor/taste in drinking water (QA6),10468,2780 UNIVERSITY AVENUE,UNIVERSITY AVENUE,BRONX,Closed,08 BRONX,BRONX,40.87095754867087,-73.89938522584337
31300810,08/13/2015 12:11:00 PM,"No Sampling Required, Requested Information (QG2)",10454,112 LINCOLN AVENUE,LINCOLN AVENUE,BRONX,Closed,01 BRONX,BRONX,40.80789539992417,-73.92939401137555
31305767,08/13/2015 07:43:00 AM,Cloudy Or Milky Water (QB1),10468,2640 DAVIDSON AVENUE,DAVIDSON AVENUE,BRONX,Closed,07 BRONX,BRONX,40.867227055696866,-73.89887023480846
31303276,08/13/2015 01:14:00 AM,Cloudy Or Milky Water (QB1),10463,68 WEST  238 STREET,WEST  238 STREET,BRONX,Closed,08 BRONX,BRONX,40.88214548973503,-73.89692365189696
31295996,08/12/2015 07:05:00 PM,"Taste/Odor, Chlorine (QA1)",11377,37-61 64 STREET,64 STREET,Woodside,Closed,02 QUEENS,QUEENS,40.7482927387074,-73.89898581942775
31300094,08/12/2015 04:59:00 PM,"Oil, Grease In Water (QD1)",10030,305 WEST  138 STREET,WEST  138 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN,40.818578352655315,-73.94548166594375
31294673,08/12/2015 04:51:00 PM,"Taste/Odor, Sewer (QA5)",10029,332 EAST  115 STREET,EAST  115 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN,40.795726905337894,-73.93692996141937
31296811,08/12/2015 04:50:00 PM,Cloudy Or Milky Water (QB1),10009,150 EAST    7 STREET,EAST    7 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN,40.72565308327979,-73.9826066019186
31299608,08/12/2015 04:36:00 PM,"Taste/Odor, Chlorine (QA1)",11211,82 POWERS STREET,POWERS STREET,BROOKLYN,Closed,01 BROOKLYN,BROOKLYN,40.7120038885742,-73.94788098749059
31299718,08/12/2015 03:57:00 PM,"Taste/Odor, Chlorine (QA1)",10025,522 WEST  112 STREET,WEST  112 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN,40.80460393420463,-73.96376682733957
31298761,08/12/2015 03:25:00 PM,"Taste/Odor, Musty/Stale (QA4)",10027,2264 FREDERIC DOUGLAS BOULEVARD,FREDERIC DOUGLAS BOULEVARD,NEW YORK,Closed,10 MANHATTAN,MANHATTAN,40.80805004805019,-73.95271129185001
31300075,08/12/2015 01:13:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",11222,439 MEEKER AVENUE,MEEKER AVENUE,BROOKLYN,Closed,01 BROOKLYN,BROOKLYN,40.71931781844674,-73.94601740652287
31296947,08/12/2015 07:55:00 AM,Cloudy Or Milky Water (QB1),10039,2541 ADAM CLAYTON POWELL BOULEVARD,ADAM CLAYTON POWELL BOULEVARD,NEW YORK,Closed,10 MANHATTAN,MANHATTAN,40.82302378752941,-73.93804944859909
31298619,08/12/2015 12:24:00 AM,"Taste/Odor, Chlorine (QA1)",11217,155 6 AVENUE,6 AVENUE,BROOKLYN,Closed,06 BROOKLYN,BROOKLYN,40.677316709653994,-73.97668140211583
31289009,08/11/2015 11:35:00 PM,"Taste/Odor, Sewer (QA5)",10010,332 EAST   22 STREET,EAST   22 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN,40.736834875746446,-73.98048913375176
31285631,08/11/2015 08:20:00 PM,unknown odor/taste in drinking water (QA6),10305,100 LAMPORT BOULEVARD,LAMPORT BOULEVARD,STATEN ISLAND,Closed,02 STATEN ISLAND,STATEN ISLAND,40.59628827688013,-74.07826449338054
31290065,08/11/2015 06:39:00 PM,"Taste/Odor, Musty/Stale (QA4)",11356,5-43 115 STREET,115 STREET,College Point,Closed,07 QUEENS,QUEENS,40.79030478497922,-73.85171815320841
31292163,08/11/2015 04:25:00 PM,"Taste/Odor, Chemical (QA2)",11377,72-02 44 AVENUE,44 AVENUE,Woodside,Closed,02 QUEENS,QUEENS,40.74130400441127,-73.89226981651318
31292040,08/11/2015 03:46:00 PM,"Taste/Odor, Musty/Stale (QA4)",11356,5-39 115 STREET,115 STREET,College Point,Closed,07 QUEENS,QUEENS,40.79037892513373,-73.85174326755117
31289325,08/11/2015 03:07:00 PM,"Taste/Odor, Chemical (QA2)",10031,518 WEST  148 STREET,WEST  148 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN,40.82746644119571,-73.94697031515646
31286400,08/11/2015 11:31:00 AM,Cloudy Or Milky Water (QB1),11219,946 40 STREET,40 STREET,BROOKLYN,Closed,12 BROOKLYN,BROOKLYN,40.64477959063895,-73.99469209267185
31289928,08/11/2015 11:24:00 AM,"Taste/Odor, Sewer (QA5)",11220,464 48 STREET,48 STREET,BROOKLYN,Closed,07 BROOKLYN,BROOKLYN,40.646739052413515,-74.01002153687001
31286439,08/11/2015 07:51:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11205,221 CARLTON AVENUE,CARLTON AVENUE,BROOKLYN,Closed,02 BROOKLYN,BROOKLYN,40.69093257503148,-73.97239636374258
31279018,08/10/2015 09:44:00 PM,"Taste/Odor, Musty/Stale (QA4)",10468,2524 GRAND AVENUE,GRAND AVENUE,BRONX,Closed,07 BRONX,BRONX,40.86515980502804,-73.90147285913852
31278847,08/10/2015 04:46:00 PM,unknown odor/taste in drinking water (QA6),11385,72-40 68 STREET,68 STREET,Ridgewood,Closed,05 QUEENS,QUEENS,40.70114001637291,-73.88389907753313
31279297,08/10/2015 03:57:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10451,250 EAST  144 STREET,EAST  144 STREET,BRONX,Closed,01 BRONX,BRONX,40.81568210590894,-73.92493487656203
31278848,08/10/2015 03:47:00 PM,"Taste/Odor, Sewer (QA5)",10011,61 WEST   10 STREET,WEST   10 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN,40.734223492940025,-73.99735150463016
31277160,08/10/2015 01:04:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11201,120 MONTAGUE STREET,MONTAGUE STREET,BROOKLYN,Open,02 BROOKLYN,BROOKLYN,40.694893720083584,-73.99469892156526
31284611,08/10/2015 12:53:00 PM,unknown odor/taste in drinking water (QA6),11217,334 DEAN STREET,DEAN STREET,BROOKLYN,Closed,02 BROOKLYN,BROOKLYN,40.68361941456072,-73.98047225380226
31277131,08/10/2015 11:54:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11228,1207 86 STREET,86 STREET,BROOKLYN,Closed,10 BROOKLYN,BROOKLYN,40.61517334078625,-74.01575097361199
31284498,08/10/2015 10:07:00 AM,"Taste/Odor, Chlorine (QA1)",10306,50 BROOK AVENUE,BROOK AVENUE,STATEN ISLAND,Closed,03 STATEN ISLAND,STATEN ISLAND,40.558879410824694,-74.12221284851381
31272387,08/09/2015 11:15:00 AM,"Taste/Odor, Chemical (QA2)",11435,135-34 82 DRIVE,82 DRIVE,Jamaica,Closed,08 QUEENS,QUEENS,40.71300071121435,-73.8220192212369
31270654,08/08/2015 10:28:00 PM,unknown odor/taste in drinking water (QA6),11234,4011 KINGSHIGWY,KINGSHIGWY,BROOKLYN,Closed,18 BROOKLYN,BROOKLYN,40.62412614028529,-73.93520448454125
31268886,08/08/2015 11:37:00 AM,Cloudy Or Milky Water (QB1),10027,400 ST NICHLAS AVENUE,ST NICHLAS AVENUE,NEW YORK,Closed,10 MANHATTAN,MANHATTAN,40.813700254006314,-73.94992195186114
31271718,08/08/2015 07:46:00 AM,"Taste/Odor, Sewer (QA5)",11213,990 MONTGOMERY STREET,MONTGOMERY STREET,BROOKLYN,Closed,09 BROOKLYN,BROOKLYN,40.66437396817085,-73.93224572137098
31271659,08/08/2015 12:57:00 AM,"Taste/Odor, Sewer (QA5)",11692,318 BEACH   67 STREET,BEACH   67 STREET,Arverne,Closed,14 QUEENS,QUEENS,40.59157200404564,-73.7960080458509
31260580,08/07/2015 01:08:00 PM,"Taste/Odor, Chlorine (QA1)",11415,84-44 120 STREET,120 STREET,Kew Gardens,Closed,09 QUEENS,QUEENS,40.70389156928957,-73.83163728222591
31264613,08/07/2015 12:41:00 PM,"Taste/Odor, Sewer (QA5)",10467,3273 PARKSIDE PLACE,PARKSIDE PLACE,BRONX,Closed,07 BRONX,BRONX,40.875441463041874,-73.87336514604198
31264582,08/07/2015 10:21:00 AM,"Taste/Odor, Chlorine (QA1)",11415,84-44 120 STREET,120 STREET,Kew Gardens,Closed,09 QUEENS,QUEENS,40.70389156928957,-73.83163728222591
31251116,08/06/2015 05:40:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",11211,99 JACKSON STREET,JACKSON STREET,BROOKLYN,Closed,01 BROOKLYN,BROOKLYN,40.71640624352505,-73.94734726595817
31251077,08/06/2015 02:14:00 PM,unknown odor/taste in drinking water (QA6),11234,4011 KINGS HIGHWAY,KINGS HIGHWAY,BROOKLYN,Closed,18 BROOKLYN,BROOKLYN,40.62412614028529,-73.93520448454125
31254225,08/06/2015 01:18:00 PM,"Taste/Odor, Chemical (QA2)",11377,39-30 59 STREET,59 STREET,Woodside,Closed,02 QUEENS,QUEENS,40.74643145366832,-73.90503366264404
31244761,08/05/2015 10:05:00 PM,unknown odor/taste in drinking water (QA6),11213,135 ALBANY AVENUE,ALBANY AVENUE,BROOKLYN,Closed,08 BROOKLYN,BROOKLYN,40.67599078558638,-73.9387844855263
31249313,08/05/2015 05:38:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",11691,10-14 NEILSON STREET,NEILSON STREET,Far Rockaway,Closed,14 QUEENS,QUEENS,40.60352309153951,-73.74771474273668
31248257,08/05/2015 04:19:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",10025,792 COLUMBUS AVENUE,COLUMBUS AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN,40.79540999565012,-73.96674419547618
31244579,08/05/2015 03:34:00 PM,"Taste/Odor, Sewer (QA5)",10019,717 10 AVENUE,10 AVENUE,NEW YORK,Closed,04 MANHATTAN,MANHATTAN,40.76390223072598,-73.99236503570135
31243763,08/05/2015 02:05:00 PM,Cloudy Or Milky Water (QB1),11423,203-15 100 AVENUE,100 AVENUE,Hollis,Closed,12 QUEENS,QUEENS,40.711258696647064,-73.75654109327641
31245069,08/05/2015 11:55:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),10473,825 BOYNTON AVENUE,BOYNTON AVENUE,BRONX,Closed,09 BRONX,BRONX,40.820138740518026,-73.87625959537276
31248230,08/05/2015 09:08:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",11220,451 64 STREET,64 STREET,BROOKLYN,Closed,07 BROOKLYN,BROOKLYN,40.637880397710305,-74.01959362933212
31240701,08/04/2015 09:56:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10026,71 WEST  112 STREET,WEST  112 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN,40.799120608760695,-73.95069140272115
31236107,08/04/2015 04:45:00 PM,"No Sampling Required, Requested Information (QG2)",10456,1065 TELLER AVENUE,TELLER AVENUE,BRONX,Closed,04 BRONX,BRONX,40.82910125989421,-73.91350484578757
31239634,08/04/2015 01:59:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10028,310 EAST   83 STREET,EAST   83 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN,40.77569513497476,-73.95264761496037
31239373,08/04/2015 10:15:00 AM,"Taste/Odor, Musty/Stale (QA4)",10312,19 KENMORE STREET,KENMORE STREET,STATEN ISLAND,Closed,03 STATEN ISLAND,STATEN ISLAND,40.5617457552133,-74.17828321920744
31238537,08/04/2015 10:06:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",11106,11-15 BROADWAY,BROADWAY,Astoria,Closed,01 QUEENS,QUEENS,40.76744446499667,-73.93568959811724
31232216,08/03/2015 11:42:00 PM,unknown odor/taste in drinking water (QA6),11206,133 LYNCH STREET,LYNCH STREET,BROOKLYN,Closed,01 BROOKLYN,BROOKLYN,40.702235049852774,-73.95378537242577
31228834,08/03/2015 09:14:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10033,217 HAVEN AVENUE,HAVEN AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN,40.8477832144938,-73.94214687977322
31225531,08/03/2015 06:04:00 PM,"No Sampling Required, Requested Information (QG2)",11214,2241 81 STREET,81 STREET,BROOKLYN,Closed,11 BROOKLYN,BROOKLYN,40.60418930906719,-73.9899164257479
31230019,08/03/2015 10:32:00 AM,unknown odor/taste in drinking water (QA6),11209,9015 5 AVENUE,5 AVENUE,BROOKLYN,Closed,10 BROOKLYN,BROOKLYN,40.61902462055707,-74.02831952914866
31221212,08/02/2015 06:16:00 PM,"No Sampling Required, Requested Information (QG2)",11004,79-38 264 STREET,264 STREET,Glen Oaks,Closed,13 QUEENS,QUEENS,40.746681924797755,-73.70783094701282
31222712,08/02/2015 11:59:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),10016,116 EAST   37 STREET,EAST   37 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN,40.748582150784955,-73.97902401502392
31216774,08/01/2015 01:56:00 PM,Cloudy Or Milky Water (QB1),10039,2570 7 AVENUE,7 AVENUE,NEW YORK,Closed,10 MANHATTAN,MANHATTAN,40.823904513594364,-73.93744161639474
31216905,08/01/2015 12:12:00 PM,"No Sampling Required, Requested Information (QG2)",11238,494 CLASSON AVENUE,CLASSON AVENUE,BROOKLYN,Closed,02 BROOKLYN,BROOKLYN,40.683339259569834,-73.95891474531146
31216802,08/01/2015 09:55:00 AM,Cloudy Or Milky Water (QB1),11212,1355 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,BROOKLYN,Closed,16 BROOKLYN,BROOKLYN,40.66914341073788,-73.91807767662112
31217713,08/01/2015 07:32:00 AM,Cloudy Or Milky Water (QB1),10037,2170 MADISON AVENUE,MADISON AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN,40.81255975831018,-73.93593139553137
31206797,07/31/2015 09:01:00 PM,"No Sampling Required, Requested Information (QG2)",11214,8835 23 AVENUE,23 AVENUE,BROOKLYN,Closed,11 BROOKLYN,BROOKLYN,40.59584825934884,-73.9965143998026
31211100,07/31/2015 03:11:00 PM,Cloudy Or Milky Water (QB1),10026,20 WEST  115 STREET,WEST  115 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN,40.80040122503075,-73.94802487771202
